name,hp,average_price,age,converted_retreat_cost,pokedex_nr,type,damage,converted_energy_cost,resistance,weakness
Detective Pikachu,90,4.6,1875,2,25,8,40,1.5,110,180
Swadloon,70,0.19,3487,1,541,7,20,1.5,70,140
Tangela,80,0.05,2483,2,114,7,10,1.0,80,160
Pinsir,100,0.06,3123,2,127,7,35,2.0,100,200
Heracross,100,0.8,4215,2,214,7,50,2.0,100,200
Alakazam,100,7.81,6140,1,65,10,50,3.0,100,130
Combusken,70,6.0,6627,1,256,6,30,2.0,70,140
Simisage,90,0.35,4488,2,512,7,15,1.0,110,180
Deoxys δ,60,8.08,6597,1,386,8,20,1.0,60,120
Pinsir,110,0.05,2666,2,127,7,25,1.0,110,220
Murkrow,60,2.0,7204,1,198,2,0,0.0,90,120
Silcoon,80,0.19,4299,3,266,7,20,1.5,80,160
Kirlia,80,0.94,5927,1,281,10,0,0.0,80,100
Ho-Oh,90,6.82,6048,2,250,6,20,4.0,110,180
Gyarados,130,17.27,4852,3,130,11,65,3.5,150,260
Rowlet,50,2.38,2666,1,722,7,10,1.0,50,100
Floatzel GL,80,3.57,5486,1,419,11,25,1.0,80,160
Raikou,70,34.74,6870,1,243,8,25,1.5,70,140
Foongus,40,0.08,4488,1,590,7,5,1.0,60,80
Sunflora,90,0.19,1665,1,192,7,40,1.5,90,180
Durant,110,0.1,1567,1,632,7,30,2.0,110,220
Metapod,80,0.05,1483,3,11,7,20,2.0,80,160
Nuzleaf,70,0.02,2850,1,274,7,10,1.0,70,140
Muk,70,3.13,6686,2,89,7,35,2.5,70,140
Spiritomb,60,1.39,4950,1,442,10,0,0.0,80,60
Pupitar,70,1.0,7204,1,247,5,20,2.0,70,140
Metagross,130,1.52,5391,3,376,9,60,3.0,150,160
Pinsir,120,0.23,1938,3,127,7,15,1.0,120,240
Serperior,140,0.36,2943,2,497,7,60,1.0,140,280
Sceptile,100,2.66,6962,2,254,7,45,2.5,130,200
Forretress,90,2.95,5027,3,205,9,30,2.5,110,180
Shuckle,60,2.66,5216,1,213,7,30,2.0,60,120
Pansage,70,0.56,3849,1,511,7,5,1.0,70,140
Ampharos,80,14.59,8559,2,181,8,40,3.0,80,160
Bulbasaur,70,0.1,2421,2,1,7,30,2.0,70,140
Magneton,60,16.91,9266,1,82,8,55,3.5,60,120
Vileplume,140,0.6,2483,3,45,7,60,3.0,140,280
Jigglypuff,50,14.48,8332,1,39,1,0,0.0,80,100
Roselia,60,0.05,3669,1,315,7,15,1.5,60,120
Phantump,60,0.04,2575,2,708,7,5,0.5,60,120
Forretress,70,5.29,6870,1,205,9,60,3.0,100,140
Team Magma's Aggron,120,4.97,7388,2,306,5,40,2.5,120,240
Bastiodon GL,90,1.58,5486,3,411,9,45,3.5,110,180
Latias δ,70,7.0,6779,1,380,8,50,3.5,100,140
Scyther,70,0.19,4215,1,123,7,15,1.5,70,140
Gastrodon West Sea,100,1.97,6048,4,423,5,50,3.0,120,130
Entei,80,57.36,8280,1,244,6,60,3.0,80,160
Exeggutor,120,0.15,3305,3,103,7,50,2.0,120,240
Combusken,70,0.75,6505,1,256,6,25,2.0,70,140
Gible,50,1.5,6109,1,443,1,30,2.0,50,60
Bellossom,110,2.48,5027,1,182,7,30,2.0,130,220
Aggron,130,1.83,6140,4,306,9,50,3.0,150,170
Pansage,70,0.08,4649,1,511,7,10,1.0,90,140
Scyther,70,10.29,1735,1,123,7,10,1.0,70,140
Rowlet,60,1.87,1735,1,722,7,15,1.5,60,120
Kabutops,60,23.0,8992,1,141,5,35,3.0,60,120
Dark Octillery,70,5.71,7143,1,224,11,15,1.0,70,140
Roserade,90,0.13,3669,1,407,7,35,1.5,90,180
Chikorita,70,0.07,2029,1,152,7,10,1.0,70,140
Lt. Surge's Electabuzz,70,18.21,8683,2,125,8,15,0.5,70,140
Latios δ,80,11.63,6779,2,381,8,50,3.5,110,160
Charizard-GX,250,5.56,1735,3,6,6,220,4.0,250,500
Ledian,80,0.18,3760,1,166,7,40,1.5,80,160
Pikachu,60,75.83,5286,1,25,8,60,3.0,80,120
Darkrai G,90,6.61,5486,2,491,2,50,3.0,110,180
Maractus,110,0.05,1567,2,556,7,40,1.5,110,220
Banette,70,4.98,7296,1,354,10,5,0.5,100,140
Dugtrio,70,2.46,6505,1,51,5,30,1.5,70,140
Wurmple,60,0.03,3305,1,265,7,10,1.0,60,120
Serperior,130,1.25,3851,1,497,7,60,2.0,150,260
Weedle,40,0.63,3849,1,13,7,10,1.0,40,80
Yanma,70,0.06,1756,1,193,7,15,1.5,70,140
Leavanny,130,0.43,3487,1,542,7,35,1.5,130,260
Victini ◇,90,1.26,2085,1,494,6,20,2.0,90,180
Politoed,120,1.49,5125,2,186,11,30,3.0,120,240
Houndoom,70,71.73,7799,1,229,2,35,2.5,100,140
Sewaddle,40,0.1,4649,1,540,7,5,0.5,40,80
Stantler,70,2.49,5927,1,234,1,10,1.0,70,90
Tepig,70,0.65,4832,2,498,6,30,2.0,70,140
Cacnea,60,0.15,3123,1,331,7,10,1.0,60,120
Silcoon,80,0.08,3305,3,266,7,10,1.0,80,160
Genesect,100,0.32,3935,1,649,7,40,1.5,100,200
Tentacruel,60,11.57,8332,1,73,11,10,1.0,60,120
Swalot,100,0.87,5314,3,317,10,25,1.5,100,120
Wimpod,70,0.04,2575,2,767,7,5,0.5,70,140
Magmar,90,0.06,1735,2,126,6,50,2.0,90,180
Chespin,60,12.95,3876,1,650,7,15,1.5,60,120
Heatran,100,5.0,5743,3,485,6,55,3.0,100,130
Ditto,60,4.57,7204,1,132,1,10,1.0,60,120
Sceptile-EX,170,6.4,3207,1,254,7,35,1.5,170,340
Dark Dugtrio,50,18.13,8795,2,51,5,20,2.0,80,100
Giovanni's Nidoking,120,34.19,8620,3,34,7,20,2.0,120,240
Groudon,100,3.81,4852,4,383,5,80,4.0,100,200
Probopass,100,1.14,5314,3,476,9,40,2.5,120,120
Snivy,60,0.06,2943,1,495,7,10,1.0,60,120
Weepinbell,80,0.24,2120,1,70,7,15,1.0,80,160
Team Magma's Claydol,80,6.29,7388,2,344,10,40,3.0,80,160
Serperior,130,2.14,4777,1,497,7,60,2.0,150,260
Mew,70,20.08,6686,1,151,10,50,2.0,70,140
Cacturne,80,6.53,7553,1,332,7,0,0.0,80,160
Exeggcute,50,0.05,1938,1,102,7,10,1.0,50,100
Sunkern,50,0.05,1665,1,191,7,10,1.0,50,100
Houndoom,70,7.25,6870,1,229,6,45,2.5,70,140
Hitmonchan,70,15.54,8855,2,107,5,30,2.0,70,140
Dusclops,70,8.47,7051,1,356,10,10,0.5,100,140
Latios,100,3.58,4248,1,381,3,40,2.5,100,200
Giratina,100,8.1,5580,3,487,10,27,1.6666666666666667,120,200
Exeggutor,80,32.0,7799,1,103,7,20,0.5,80,160
M Sceptile-EX,220,7.31,3207,2,254,7,100,2.0,220,440
Grotle,110,0.07,2302,4,388,7,55,3.0,110,220
Espeon,90,4.0,5027,1,196,10,15,1.0,90,180
Rowlet & Alolan Exeggutor-GX,270,3.95,1756,3,103,7,117,2.0,270,540
Croagunk,60,1.75,5562,2,453,10,15,1.0,60,70
Virizion-EX,170,7.61,3935,1,640,7,50,2.0,190,340
Treecko,60,0.17,4033,1,252,7,20,1.5,80,120
Maractus,90,0.14,3669,1,556,7,10,1.0,90,180
Lapras,80,15.16,8992,2,131,11,10,1.5,80,160
Team Magma's Groudon,100,5.6,7388,3,383,5,25,1.5,100,200
Dewgong,80,8.13,7204,2,87,11,25,2.0,80,160
Ho-oh,90,59.65,8280,2,250,6,30,1.6666666666666667,120,180
Hitmontop,60,4.9,4852,1,237,5,40,2.0,60,120
Claydol,80,2.76,7296,1,344,10,10,1.0,80,160
Dark Gyarados,70,16.81,8795,2,130,11,30,3.0,100,140
Mr. Mime,80,1.95,1875,1,122,10,20,2.0,80,160
Surskit,50,0.05,2666,1,283,7,10,1.0,50,100
M Venusaur-EX,230,5.58,2759,4,3,7,120,4.0,230,460
Machamp,100,50.66,9266,3,68,5,60,4.0,100,200
Flygon δ,110,5.2,6597,2,330,7,60,3.0,140,220
Sewaddle,50,0.34,3851,1,540,7,20,2.0,50,100
Alakazam,100,230.0,7921,2,65,10,80,3.0,100,200
Pheromosa & Buzzwole-GX,260,3.82,1847,2,794,7,90,1.6666666666666667,260,520
Leafeon,90,1.15,4397,1,470,7,25,1.5,110,180
Palkia G,100,5.21,5580,2,484,11,35,2.5,100,200
Amoonguss,90,0.39,4488,2,591,7,20,2.0,110,180
Mew,50,2.62,9093,1,151,10,5,0.5,50,100
Tangrowth,110,0.79,5314,3,465,7,40,3.0,130,140
Forretress,80,9.31,8392,3,205,9,30,3.0,110,160
Oshawott,60,1.02,4832,1,501,11,20,2.0,60,120
Swampert,110,4.3,6962,2,260,11,30,1.5,110,220
Celebi-EX,110,12.12,4215,1,251,7,60,3.0,130,220
Ho-Oh,100,10.47,4852,3,250,6,75,4.0,120,200
Cascoon,80,0.14,4299,3,268,7,0,0.0,80,160
Karrablast,50,0.04,3487,1,588,7,15,1.5,50,100
Rayquaza,120,8.85,4248,3,384,3,65,2.0,120,240
Houndoom,70,42.8,8280,1,229,2,25,2.0,100,70
Butterfree,140,0.22,1483,1,12,7,55,1.5,140,280
Rotom,70,1.9,5956,1,479,8,25,2.0,90,90
Lopunny,80,1.47,5562,1,428,1,35,2.5,80,100
Genesect-EX,170,12.49,3935,1,649,7,100,3.0,170,340
Hypno,80,39.18,7799,1,97,10,30,3.0,80,160
Chikorita,60,0.09,3032,1,152,7,10,1.5,60,120
Dark Hypno,60,16.97,8795,2,97,10,20,2.0,60,120
Lapras,70,13.49,8332,1,131,11,10,1.0,70,140
Ludicolo,100,4.6,7051,2,272,11,20,2.0,100,200
Roselia,60,2.55,7486,1,315,7,5,0.5,60,120
Exeggutor,80,23.56,7204,2,103,10,20,1.0,80,160
Luxray,120,1.1,5743,1,405,8,120,4.0,140,150
Crustle,110,0.13,4397,3,558,7,50,2.5,110,220
Shaymin,70,2.38,5125,1,492,7,30,2.0,90,140
Manaphy,70,1.38,6232,1,490,11,15,1.0,70,90
Misty's Seadra,70,15.6,8683,1,117,11,25,2.0,70,140
Axew,40,1.78,4248,1,610,3,5,0.5,40,80
Charmander,50,0.2,1938,1,4,6,15,1.5,50,100
Shiftry,110,5.93,6686,1,275,2,35,2.5,140,220
Magneton,80,17.89,8992,2,82,8,60,3.0,80,160
Regigigas FB,100,2.18,5391,4,486,1,25,3.5,100,200
Dark Steelix,110,10.95,7143,4,208,2,40,3.0,140,220
Slowking,80,4.04,5216,2,199,10,30,2.0,80,160
Houndoom,90,5.63,4852,1,229,2,35,1.5,110,180
Darmanitan,130,0.39,2085,2,555,6,15,1.5,130,260
Mewtwo δ,70,44.19,6779,1,150,6,10,2.0,70,140
Chespin,60,0.82,3849,1,650,7,15,1.5,60,120
Nincada,40,0.07,4299,1,290,7,10,1.0,40,80
Lt. Surge's Raichu,80,31.91,8620,2,26,8,30,3.0,80,160
Grookey,60,4.12,1651,1,810,7,30,2.0,60,120
Aggron,110,6.66,6320,4,306,9,60,3.5,140,220
Slowpoke,70,0.04,1735,2,79,11,0,0.0,70,140
Misty's Golduck,70,33.17,8620,1,55,11,20,1.0,70,140
Ludicolo,100,1.62,6048,2,272,11,60,3.0,100,130
Dartrix,80,0.11,2666,1,723,7,25,1.5,80,160
Pachirisu,70,4.38,5562,1,417,8,15,1.5,90,90
Froslass GL,70,2.46,5486,1,478,11,15,1.0,70,140
Larvesta,70,0.09,3935,3,636,6,20,1.5,70,140
Spinarak,50,0.07,2029,1,167,7,5,0.5,50,100
M Charizard-EX,220,28.47,3669,1,6,6,300,5.0,220,440
Flareon,70,26.83,9108,1,136,6,35,3.0,70,140
Azelf,60,3.0,6140,1,482,10,10,1.0,60,80
Froakie,60,20.0,3876,1,656,11,15,1.5,60,120
Mismagius,90,8.6,6232,1,429,10,15,1.5,110,110
Sewaddle,40,0.16,4124,1,540,7,20,1.0,40,80
Torterra,140,2.42,5125,4,389,7,60,3.5,140,280
Fletchinder,80,0.1,3487,1,662,6,40,2.0,100,160
Kabutops δ,100,12.98,6597,1,141,8,35,2.5,100,200
Toxicroak,90,0.89,5314,1,454,5,25,1.5,90,110
Swampert,130,2.88,5956,2,260,11,80,4.0,130,160
Simisage,90,0.25,4777,2,512,7,35,2.0,110,180
Pichu,40,9.72,5562,1,172,8,0,0.0,60,50
Dark Magneton,60,16.85,8795,2,82,8,25,2.0,60,120
Fennekin,50,0.11,2943,1,653,6,0,0.0,50,100
Camerupt,90,5.32,7632,3,323,6,60,3.0,90,180
Kyogre,100,6.45,4852,4,382,11,0,0.0,100,200
Rocket's Hitmonchan,60,20.56,8683,1,107,5,25,1.5,60,120
Dragonite,140,30.16,5774,3,149,1,20,1.5,160,170
Cacturne,90,0.5,4033,1,332,7,45,1.5,110,180
Light Arcanine,100,68.12,8120,2,59,6,50,3.0,100,200
Lugia,90,8.64,6048,2,249,1,70,2.0,110,110
Marowak,80,6.1,7204,1,105,5,15,1.5,80,160
Litwick,50,0.08,2575,1,607,6,10,1.0,50,100
Moltres,70,29.46,8992,2,146,6,40,2.0,100,70
Ampharos δ,120,9.45,6413,2,181,1,20,3.0,120,240
Xatu,90,1.9,5125,1,178,10,35,2.0,110,180
Misty's Gyarados,100,43.67,8620,3,130,11,70,4.0,130,200
Zapdos G,90,3.62,5314,2,145,8,25,2.0,110,180
Corsola,70,0.6,5927,1,222,11,15,1.0,70,90
Sylveon,90,11.58,3876,1,700,4,40,2.0,110,180
Bidoof,50,11.0,6109,1,399,1,0,0.0,50,60
Metapod,70,0.06,2759,2,11,7,10,1.0,70,140
Palkia,90,3.44,6232,2,484,11,25,2.0,90,110
Ariados,110,0.26,2029,1,168,7,50,2.5,110,220
Darkrai,80,5.04,5866,2,491,2,25,2.0,100,100
Grookey,70,0.07,1567,1,810,7,15,1.5,70,140
Dustox,130,0.61,3305,1,269,7,10,0.5,130,260
Magnezone,120,2.65,6232,4,462,9,50,3.0,140,150
Gliscor,90,3.77,5027,1,472,5,40,2.0,110,180
Centiskorch,130,0.22,1336,3,851,6,95,3.5,130,260
Koga's Ditto,40,34.56,8620,1,132,1,5,0.5,70,80
Deerling,60,0.14,2943,1,585,7,0,0.0,60,120
Gyarados δ,90,26.5,6597,2,130,8,50,3.5,90,180
Metagross δ,100,12.65,6779,3,376,8,30,2.0,130,200
Ludicolo δ,100,7.26,6505,2,272,6,45,2.5,100,200
Ivysaur,100,0.11,2421,4,2,7,40,3.0,100,200
Magneton,60,10.51,8855,1,82,8,55,3.5,60,120
Donphan,80,5.0,6627,1,232,5,15,1.5,80,160
Sceptile,130,1.88,4033,2,254,7,55,2.5,150,260
Ambipom,80,0.86,6140,1,424,1,55,2.0,80,100
Caterpie,40,0.1,1847,1,10,7,10,2.0,40,80
Heracross,130,0.09,1665,3,214,7,35,2.0,130,260
Cascoon,80,0.06,3305,3,268,7,0,0.0,80,160
Snover,80,0.14,2211,3,459,7,20,2.0,80,160
Moltres,120,0.59,2943,1,146,6,50,2.5,140,240
Torkoal,80,2.99,7204,2,324,5,10,1.0,80,160
Golisopod,130,0.6,2575,2,768,7,80,3.0,130,260
Dark Celebi,70,8.29,7296,1,251,7,10,1.0,70,140
Burmy Plant Cloak,40,0.61,5927,1,412,7,10,1.0,40,50
Cherubi,50,0.05,2302,1,420,7,30,1.0,50,100
Bellsprout,50,0.06,3571,1,69,7,5,0.5,50,100
Victreebel,110,1.99,4950,2,71,7,30,2.0,110,220
Salamence,120,19.56,7486,2,373,1,40,3.0,150,240
Cherrim,80,0.1,2302,1,421,7,30,1.0,80,160
Charizard-EX,180,13.93,3669,2,6,6,105,3.5,180,360
Mew,50,20.58,9093,1,151,10,5,0.5,50,100
Rayquaza δ,90,31.87,6779,3,384,8,40,2.5,120,180
Exeggutor,70,10.0,8332,2,103,7,0,0.0,70,140
Articuno,100,7.5,5866,2,144,11,60,3.0,120,200
Spinarak,50,0.07,2120,1,167,7,10,1.0,50,100
Axew,50,1.51,4248,1,610,3,30,2.0,50,100
Heatmor,110,0.28,2085,2,631,6,60,1.0,110,220
Growlithe,80,0.11,4488,3,58,6,5,1.0,80,160
Electrode,70,3.36,7296,1,101,8,15,0.5,70,140
Octillery,80,5.53,6870,1,224,11,15,1.0,80,160
Amoonguss,90,0.27,2850,2,591,7,15,1.0,90,180
Pikachu,70,11.07,2666,1,25,8,25,1.5,90,140
Abomasnow,130,0.31,2211,3,460,7,80,4.0,130,260
Shaymin,70,5.1,5580,1,492,7,20,1.5,90,90
Gengar,80,23.46,8035,1,94,10,30,3.0,110,80
Leavanny,130,0.83,4572,2,542,7,40,3.0,130,260
Empoleon,130,3.14,5682,2,395,9,50,2.5,130,160
Carnivine,90,0.03,2302,1,455,7,55,2.0,90,180
Shaymin,70,1.29,4215,1,492,7,15,1.0,70,140
Butterfree,130,0.31,1847,1,12,7,35,1.5,130,260
Bayleef,90,0.18,3032,2,153,7,25,1.5,90,180
Ninjask,60,0.45,4299,1,291,7,60,2.0,60,120
Victreebel,130,1.07,3571,2,71,7,60,3.0,130,260
Fraxure,70,2.42,4248,1,611,3,60,3.0,70,140
Poliwrath,120,14.63,6870,2,62,5,50,2.5,120,240
Feraligatr,100,44.99,8559,3,160,11,50,4.0,100,200
Ambipom,80,1.36,4950,1,424,1,40,2.0,80,160
Rocket's Moltres,60,29.23,8683,2,146,6,40,3.0,90,60
Pansage,60,0.09,4777,1,511,7,20,2.0,80,120
Eevee,60,4.49,1682,1,133,1,20,1.0,60,120
Jirachi,60,11.02,7051,1,385,9,20,2.0,90,120
Alolan Exeggutor,160,1.08,2211,3,103,7,20,1.0,160,320
Pansage,60,0.04,3123,1,511,7,10,1.0,60,120
Team Magma's Houndoom,70,14.32,7388,1,229,6,30,2.5,70,140
Yanmega,120,0.09,1756,1,469,7,75,2.5,120,240
Cherubi,40,0.15,4124,1,420,7,10,1.0,60,80
Lt. Surge's Magneton,70,16.36,8683,2,82,8,50,4.0,70,140
Dhelmise V,220,1.68,1567,2,781,7,115,2.0,220,440
Dark Slowbro,60,10.13,8035,2,80,10,40,2.0,60,120
Azumarill,70,11.99,8559,1,184,11,25,2.5,70,140
Paras,60,0.07,1378,1,46,7,20,1.0,60,120
Dusclops,70,4.0,7553,1,356,10,0,0.0,100,140
Ledyba,60,0.07,2483,1,165,7,10,1.0,60,120
Luvdisc,60,2.8,6505,1,370,11,5,0.5,60,120
Scyther,80,0.07,1483,1,123,7,10,0.5,80,160
Lombre,80,0.14,3396,2,271,7,25,1.5,80,160
Simisage,90,0.27,3123,1,512,7,5,1.0,90,180
Foongus,40,0.1,2850,1,590,7,10,1.0,40,80
Vespiquen,90,0.48,3207,1,416,7,25,1.5,90,180
Cherrim,70,0.43,4124,1,421,7,20,2.0,90,140
Rampardos,130,2.19,5580,1,409,5,60,1.5,130,160
Celebi,80,1.4,1756,1,251,7,10,0.5,80,160
Lickilicky,110,5.29,6048,4,463,1,40,2.0,110,140
Team Magma's Rhydon,90,5.77,7388,2,112,5,35,2.5,90,180
Carvanha,60,0.04,1336,1,318,11,10,1.0,60,120
Meganium,150,5.8,2029,2,154,7,110,4.0,150,300
Venusaur-EX,180,5.35,3013,4,3,7,60,3.5,180,360
Cacnea,70,0.15,4033,2,331,7,0,0.0,90,140
Grookey,60,0.06,1567,1,810,7,10,1.0,60,120
Jirachi,60,15.5,4852,1,385,10,0,0.0,60,120
Blaziken,100,19.83,7632,2,257,6,50,3.0,100,200
Sudowoodo,90,1.54,5125,2,185,5,30,2.0,90,180
Caterpie,40,0.04,2759,1,10,7,10,1.0,40,80
Metagross,100,8.89,7051,2,376,10,70,2.0,100,200
Probopass,90,2.25,5743,3,476,9,35,2.5,110,120
Venusaur,160,0.38,2421,4,3,7,90,4.0,160,320
Fennekin,60,0.08,2943,1,653,6,5,0.5,60,120
Shroomish,60,0.07,1756,1,285,7,0,0.0,60,120
Lileep,90,0.11,1665,2,345,7,30,1.5,90,180
Kangaskhan,80,5.24,7204,2,115,1,17,1.6666666666666667,80,160
Vulpix,60,1.15,2834,1,37,6,5,0.5,60,120
Larvitar,40,0.46,7204,1,246,5,10,1.0,40,80
Burmy Sandy Cloak,40,0.5,5927,1,412,7,10,1.0,40,50
Kakuna,80,0.05,2393,2,14,7,0,0.0,80,160
Bellossom,70,15.02,8559,2,182,7,15,1.5,70,140
Manectric,80,6.39,6505,1,310,8,40,2.5,110,160
M Venusaur-EX,230,11.74,3013,4,3,7,130,4.0,230,460
Sharpedo,110,0.05,1336,1,319,11,50,1.0,110,220
Swadloon,80,0.12,4649,1,541,7,35,2.0,80,160
Shedinja,30,5.26,7486,1,292,7,0,0.0,30,30
Venusaur,120,11.25,6870,3,3,7,50,3.5,120,240
Staryu,50,0.05,1735,1,120,11,10,1.0,50,100
Staraptor FB,80,2.65,5391,1,398,1,20,2.0,100,160
Cresselia,70,4.69,5866,1,488,10,20,1.5,70,90
Salamence δ,110,7.3,6779,1,373,6,65,3.0,140,220
Slowking,70,56.63,8332,2,199,10,5,1.0,70,140
Torchic,60,0.73,2834,1,255,6,20,1.0,60,120
Scorbunny,60,2.7,1651,1,813,6,10,1.0,60,120
Jolteon,70,30.46,9108,1,135,8,15,2.5,70,140
Pansage,60,0.12,3760,1,511,7,15,1.5,60,120
Chespin,60,0.14,3123,1,650,7,15,1.5,60,120
Kingdra,120,17.4,7799,3,230,11,50,4.0,120,240
Chesnaught,150,0.82,3849,4,652,7,65,3.5,150,300
Diglett,30,5.0,5286,1,50,5,20,2.0,50,60
Armaldo,120,2.84,6320,3,348,5,30,1.5,120,240
Wailord,120,5.45,6686,4,321,11,40,3.5,120,240
Feraligatr δ,120,8.13,6413,2,160,8,40,2.5,120,240
Shroomish,60,0.05,2421,1,285,7,20,2.0,60,120
Meganium,150,1.72,3032,3,154,7,50,3.0,150,300
Chimecho,70,1.94,6962,1,358,10,10,1.0,70,140
Flareon,70,20.0,7682,1,136,6,20,1.5,70,140
Muk,70,6.07,8992,2,89,7,30,3.0,70,140
Snorlax-GX,190,2.73,2666,4,143,1,157,4.333333333333333,190,380
Raichu,80,3.05,7388,1,26,8,30,2.5,80,160
Ponyta,60,0.15,3669,1,77,6,15,1.5,60,120
Chespin,60,0.08,3123,1,650,7,20,2.0,60,120
Sewaddle,50,0.08,4649,1,540,7,15,1.5,50,100
Illumise,70,0.14,3760,1,314,7,10,1.0,70,140
Rayquaza C,100,17.0,5391,3,384,1,30,2.5,120,200
Darumaka,70,0.17,2085,2,554,6,10,2.0,70,140
Lotad,60,0.11,3396,1,270,7,20,2.0,60,120
Psyduck,60,0.08,1735,1,54,11,20,1.0,60,120
Dark Typhlosion,80,36.54,8120,1,157,6,30,1.0,80,160
Shiftry,140,0.58,2850,2,275,7,50,1.5,140,280
Marill,40,22.95,8332,1,183,11,10,1.0,40,80
Dwebble,60,0.11,4397,2,557,7,20,2.0,60,120
Plusle,50,4.45,7486,1,311,8,0,0.0,80,100
Mewtwo,100,30.49,5286,2,150,10,70,3.0,100,200
Sewaddle,50,0.22,3851,1,540,7,20,2.0,50,100
Electrode,90,13.12,9108,1,101,8,20,2.5,90,180
Ampharos,100,5.0,7921,2,181,8,40,4.0,100,200
Dartrix,80,2.05,1735,1,723,7,25,1.5,80,160
Team Magma's Numel,70,1.25,3347,2,322,6,30,2.0,70,140
Scyther,70,0.17,2120,1,123,7,10,1.0,70,140
Weedle,50,0.05,2393,1,13,7,0,0.0,50,100
Dark Vaporeon,60,26.27,8035,1,134,11,25,3.0,60,120
Mewtwo,60,28.11,8855,3,150,10,5,1.0,60,120
Swadloon,70,0.5,3851,1,541,7,20,1.5,70,140
Houndoom,90,2.17,5027,1,229,2,35,1.5,110,180
Venomoth,80,1.45,4950,1,49,7,30,2.0,80,160
Sceptile,100,4.59,5956,3,254,7,50,4.0,120,130
Dark Tyranitar,90,71.25,8120,3,248,5,35,2.5,120,180
Meganium,100,3.35,6870,3,154,7,50,3.0,130,200
Mewtwo,130,6.45,1875,2,150,10,80,2.5,130,260
Deoxys Normal Forme,90,2.33,5774,1,386,10,20,2.0,90,180
Sewaddle,50,0.1,4572,1,540,7,20,2.0,50,100
Leavanny,130,1.73,3851,2,542,7,40,3.0,130,260
Swadloon,70,0.08,4572,1,541,7,20,1.5,70,140
Dark Machamp,70,32.6,8795,3,68,5,15,1.0,70,140
Metapod,70,0.14,1847,3,11,7,30,3.0,70,140
Forretress,70,4.0,6627,2,205,7,20,2.5,70,140
Flareon,70,11.83,8035,1,136,6,35,3.0,70,140
Rhyperior,140,1.92,5391,4,464,5,45,3.0,160,170
Dusknoir,120,1.36,5682,3,477,10,25,1.5,140,150
Altaria,80,4.17,6320,1,334,1,40,2.5,110,160
Victini,70,0.36,2575,1,494,6,50,2.0,70,140
Ludicolo,130,2.0,3396,2,272,7,80,3.0,130,260
Team Magma's Camerupt,110,4.29,3347,3,323,6,60,3.0,110,220
Wobbuffet,90,2.75,5216,2,202,10,20,2.0,90,180
Flareon,80,32.79,7553,2,136,6,45,3.0,80,160
Nidoking,90,14.55,8855,3,34,7,25,3.0,90,180
Team Magma's Torkoal,80,5.5,7388,2,324,6,20,1.5,80,160
Quilladin,90,1.57,3849,2,651,7,35,2.5,90,180
Magcargo,100,2.09,5027,3,219,6,40,2.5,100,200
Dewgong,80,28.75,7682,2,87,11,30,3.0,80,160
Weepinbell,80,0.08,3571,2,70,7,30,2.5,80,160
Parasect,120,0.08,1378,2,47,7,70,2.0,120,240
Dustox,140,0.13,3305,2,269,7,55,3.0,140,280
Dwebble,60,0.18,3851,2,557,7,20,2.0,60,120
Pineco,60,0.05,1287,2,204,7,5,0.5,60,120
Ariados,70,1.19,2120,1,168,7,10,0.5,70,140
Growlithe,80,0.08,4488,2,58,6,20,2.0,80,160
Victreebel,100,4.81,6686,2,71,7,25,2.5,100,200
Virizion,110,0.55,3207,1,640,7,20,1.0,110,220
Charmander,70,0.11,1938,1,4,6,30,1.0,70,140
Volcarona,100,0.54,3935,1,637,6,25,1.5,100,200
Magneton,80,17.03,8280,2,82,9,30,3.0,110,160
Sewaddle,50,0.05,1756,1,540,7,5,0.5,50,100
Hitmontop,60,6.03,8392,1,237,5,15,1.5,60,120
Decidueye,140,0.33,2666,1,724,7,75,2.0,140,280
Wimpod,70,2.67,1735,3,767,7,30,3.0,70,140
Karrablast,60,0.09,4397,1,588,7,25,2.0,60,120
Blissey,130,4.98,6140,3,242,1,20,1.0,130,160
Machamp,160,1.62,1875,2,68,5,40,1.0,160,320
Cradily,150,0.32,1665,3,346,7,110,3.0,150,300
Nidoking,90,29.95,9266,3,34,7,25,3.0,90,180
Lucario GL,80,3.08,5486,1,448,5,30,3.0,80,160
Scatterbug,30,0.19,2211,1,664,7,10,2.0,30,60
Swadloon,80,0.51,4124,2,541,7,20,1.0,80,160
Jolteon,70,27.37,7553,1,135,8,30,2.5,100,140
Petilil,50,0.06,4777,1,548,7,10,1.0,70,100
Kyogre ex,120,95.0,7540,3,382,11,60,4.0,120,240
Ninetales,80,14.79,9266,1,38,6,40,2.0,80,160
Leafeon,100,2.58,4033,2,470,7,40,2.0,120,200
Forretress,70,26.5,7682,2,205,9,30,2.5,100,140
Swampert,130,1.46,5391,2,260,11,45,3.5,130,160
Smeargle,70,2.55,5027,1,235,1,20,2.0,70,140
Slugma,80,0.5,3849,2,218,6,20,2.0,80,160
Snivy,60,0.14,4215,1,495,7,15,1.5,60,120
Nidoking,120,24.29,7204,3,34,5,20,1.0,120,240
Rocket's Mewtwo,70,76.12,8620,2,150,10,27,2.0,70,140
Heracross,110,0.19,2483,2,214,7,50,2.0,110,220
Fraxure,80,2.59,4248,2,611,3,30,2.5,80,160
